Country Name,Country Code,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Gambia, The",GMB,GDP per capita (current US$),796.631829179134,705.47749534881,686.557557719746,647.385534561172,561.649634566263,611.67121911225,640.676265282984,632.001024153219,683.324632754874,722.875356284026,704.030462837221,772.151450503284,808.278281490135,808.278281490135
Guinea-Bissau,GNB,GDP per capita (current US$),542.284101222819,683.534475990489,598.572626248258,616.159928714289,605.122546466363,585.957012587988,642.666390086932,718.245737766542,781.644367625001,730.611432270196,710.258132978222,795.118605039186,775.828965745365,775.828965745365
Equatorial Guinea,GNQ,GDP per capita (current US$),14905.5145764646,18659.4160247571,18756.4250273225,17644.5943045414,16804.9249271976,9788.98380398528,8035.30766558427,8410.39798030589,8719.18686965483,7317.39002392662,6198.94252378655,7406.08497479348,7182.26538205027,7182.26538205027
Greece,GRC,GDP per capita (current US$),26716.6488260274,25483.8825644931,21912.9982879517,21787.7877636035,21616.7100094908,18083.8779056547,17923.9668134716,18582.0893411631,19756.990456255,19143.8876174584,17617.2915057014,20310.6824798873,20867.2690861087,20867.2690861087
Guatemala,GTM,GDP per capita (current US$),2852.55759284808,3228.03827784076,3355.03477737406,3522.76742900978,3779.62620518889,3994.62908519019,4173.28134863663,4454.02450948165,4485.75213495073,4647.80754129437,4609.89725752869,5029.47755484093,5473.20856444589,5473.20856444589
Guyana,GUY,GDP per capita (current US$),4589.87249766592,4960.00472639074,5461.39008471262,5576.25021487084,5495.37708403183,5668.42976474423,5905.38019563205,6220.97856820609,6094.90983678918,6477.29672607993,6863.07434593017,9994.64570422569,18199.4748396968,18199.4748396968
"Hong Kong SAR, China",HKG,GDP per capita (current US$),32550.136489179,35142.4879344543,36730.796195815,38403.7777145477,40315.3739510191,42432.1619740441,43734.1980702999,46160.429791493,48537.5668888343,48359.0011950597,46109.2299946609,49764.793115622,48983.6217162934,48983.6217162934
Honduras,HND,GDP per capita (current US$),1874.27170372599,2053.95969493403,2107.34542786596,2064.55053629483,2164.42455009318,2257.22528369354,2295.53627000423,2403.30608839303,2457.6860424186,2519.36618467309,2354.12143387307,2771.72265387572,3040.17304596842,3040.17304596842
Croatia,HRV,GDP per capita (current US$),13693.5000292691,14655.8743881973,13439.6645555189,13979.1855602956,14001.1603438958,12098.5120254631,12579.9227031481,13592.2545240617,15040.0369182791,15120.9029026824,14269.9088549332,17809.0323901126,18570.4039968345,18570.4039968345
Haiti,HTI,GDP per capita (current US$),1204.86205533079,1306.84531878112,1356.17277659459,1452.31354766386,1454.64917469599,1405.71478574216,1313.18609516709,1389.35862299149,1489.57840624271,1345.4750547884,1283.14122785939,1823.74222445285,1748.25713229469,1748.25713229469
Hungary,HUN,GDP per capita (current US$),13217.5045951108,14234.471576937,12984.8365730133,13715.0703590361,14294.2584180751,12717.038597002,13104.6995457458,14621.2395956755,16425.2050299693,16786.2136399075,16125.6094085407,18753.0469453539,18390.1849993244,18390.1849993244
Indonesia,IDN,GDP per capita (current US$),3094.44307866403,3613.8008884858,3668.21208337097,3602.88551680629,3476.62485441547,3322.58167895444,3558.81885175737,3839.78507460491,3902.661675559,4151.22755440796,3895.61815200225,4334.2159826606,4787.99930771921,4787.99930771921
India,IND,GDP per capita (current US$),1350.63447029491,1449.60330101563,1434.01798721629,1438.05700508042,1559.86377870535,1590.17433135955,1714.27953740039,1957.96981329558,1974.3777314935,2050.1638002619,1913.21973278751,2238.12714218765,2410.88802070689,2410.88802070689
Ireland,IRL,GDP per capita (current US$),48663.6004439251,52219.7057327581,48943.8206459561,51496.9616850661,55752.7649838131,62179.2642662951,62784.0656875694,70150.7370157965,79446.9391085469,80848.3019020489,85973.0884875501,102001.798249145,103983.29133582,103983.29133582
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),6458.57395613765,8201.58167797698,8329.00206664876,6280.68186740814,5757.54333251596,4990.93679541655,5497.24323254699,5758.59072766807,3850.75125293224,3276.75326508099,2746.41948317956,4084.20030479458,4669.57137993878,4669.57137993878
Iraq,IRQ,GDP per capita (current US$),4430.42624189518,5736.89895897239,6437.50307624074,6612.90225210234,6215.98603314029,4416.94292408042,4305.20270154631,4725.19357334032,5601.46706102705,5621.18169491752,4251.33725272808,4770.83534274738,5937.19546600271,5937.19546600271
Iceland,ISL,GDP per capita (current US$),43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898,61987.9263620283,72010.1490316258,74452.1890731447,68452.23622306,58848.41812446,68710.2442005473,73466.7786674708,73466.7786674708
Israel,ISR,GDP per capita (current US$),31266.6053174383,34354.7161182231,33156.2283157638,36941.8423573582,38259.6810956173,36206.5222171621,37690.4739511859,41114.7817082553,42406.8454263606,44452.2325623093,44846.7915954816,52129.5159612108,54930.9388075096,54930.9388075096
Italy,ITA,GDP per capita (current US$),36035.6449950691,38649.6394836789,35051.5212697703,35560.0814062288,35565.7213771496,30242.3861352184,30960.7315088902,32406.7203150134,34622.1696664741,33673.7509627421,31922.9191626183,36449.2583375837,34776.423234274,34776.423234274
Jamaica,JAM,GDP per capita (current US$),4835.79108651148,5259.93175297891,5365.24217204558,5143.72218263652,4991.56153152664,5077.5509836244,5022.70019182535,5273.14902681979,5594.49357290917,5626.17047314286,4897.26475034653,5183.5810181201,6047.2164567796,6047.2164567796
Jordan,JOR,GDP per capita (current US$),3914.70123105389,4152.49398098582,4386.4618185538,4477.61832070861,4255.89430213385,4064.25301043642,4003.40474641177,4073.11640314668,4146.40731063215,4159.6537537759,3998.67313829235,4152.75795426388,4311.00004622061,4311.00004622061
Japan,JPN,GDP per capita (current US$),44968.1562349739,48760.0789494211,49145.2804308193,40898.6478964744,38475.3952461838,34960.6393843385,39375.4731620781,38834.0529341227,39751.1330982711,40415.9567649547,40040.7655055923,40058.5373276179,34017.2718075024,34017.2718075024
Kazakhstan,KAZ,GDP per capita (current US$),9070.48825285747,11633.9985836418,12386.6992652963,13890.6339694612,12807.2630452048,10510.7703240885,7714.84184376024,9247.58067886159,9812.62543137393,9812.59552626324,9121.63640904156,10373.7897924367,11492.031938762,11492.031938762
Kenya,KEN,GDP per capita (current US$),1093.63962367926,1099.31546497439,1289.78079149822,1376.82920465019,1489.91972057277,1496.65357260021,1562.07661862777,1675.98842173012,1845.7834137515,1970.08007048615,1936.25075454374,2069.66112881918,2099.30193826696,2099.30193826696
Kyrgyz Republic,KGZ,GDP per capita (current US$),880.038521818228,1123.88314370665,1177.97526115747,1282.43824753314,1279.77078445418,1121.08269597662,1120.66705800127,1242.77022029305,1308.13978544561,1451.51563835807,1256.92922601263,1365.50830399287,1655.07269765044,1655.07269765044
Cambodia,KHM,GDP per capita (current US$),782.695738595564,880.310304428913,950.482544613835,1015.22088134268,1098.07453750531,1170.74281578643,1281.10597105412,1400.89926522987,1533.31598466079,1671.3854000919,1577.91173991645,1625.23502147979,1759.60802346044,1759.60802346044
"Korea, Rep.",KOR,GDP per capita (current US$),23079.2601257735,25097.595426845,25459.1689000965,27179.5170146052,29252.9312377352,28737.4391706499,29280.4403170048,31600.7358741365,33447.1562836166,31902.4169048194,31721.2989141857,35142.264267481,32422.5744864287,32422.5744864287
Kuwait,KWT,GDP per capita (current US$),39212.5794137711,49010.3105001299,51271.0677569339,47762.7967032092,43239.8351779171,29315.1985079166,27026.6876602182,29258.2663270479,32012.1875249538,30666.2371314234,24297.7108020951,32324.8409043988,41079.5226998138,41079.5226998138
Lao PDR,LAO,GDP per capita (current US$),1127.83523605263,1363.72529042766,1566.00974499584,1815.44023786192,1984.5086701174,2125.45905698314,2309.0490761946,2439.4633552251,2553.36186646266,2598.50552320723,2593.35509719847,2535.62343413571,2054.43078086496,2054.43078086496
Lebanon,LBN,GDP per capita (current US$),7695.24541457279,7914.1095681645,8500.1805629403,8255.20921055985,7665.37969186256,7802.75136769776,8172.29947599133,8679.89742212366,9225.84515486901,8925.42186017072,5599.95752260733,4136.14657516013,4136.14657516013,4136.14657516013
Liberia,LBR,GDP per capita (current US$),497.020365397034,573.526422156584,644.455576742833,717.635753333907,713.734882389203,699.662946853965,722.131226789418,706.892691974846,700.037039377706,665.878447568436,597.529691893048,675.66318584916,754.532842914744,754.532842914744
Libya,LBY,GDP per capita (current US$),11611.3585954261,7784.13321371462,15765.4197906677,12589.5297148358,9408.75254634115,7867.5157311439,7945.00605015965,10529.1162687455,11838.2987072109,10542.4290201042,7034.65836433258,5908.9513231651,6716.09598462328,6716.09598462328
Sri Lanka,LKA,GDP per capita (current US$),2836.97410911231,3248.0402104632,3351.89247576451,3643.83244664348,3885.62361617465,3990.35311739446,4107.82977539914,4388.20190593728,4360.58473469252,4082.69404871533,3852.38909102194,3996.57199501251,3354.38340757565,3354.38340757565
Lesotho,LSO,GDP per capita (current US$),1104.8115468317,1265.85794508512,1205.85998481002,1141.3609231718,1165.05065002416,1113.83683453612,994.239764062067,1062.4561920176,1162.97885412072,1061.22335618067,917.356381258442,1029.50618912869,969.935760159406,969.935760159406
Lithuania,LTU,GDP per capita (current US$),11987.508411647,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19615.5491450175,20381.8557827478,23849.6156993566,25064.808914729,25064.808914729
Luxembourg,LUX,GDP per capita (current US$),110885.991378721,119025.057203467,112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,116786.511654677,112726.439672814,116905.370396853,133711.794435985,125006.021815486,125006.021815486
Latvia,LVA,GDP per capita (current US$),11420.9940032836,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17883.3494113217,18096.2027073394,20930.3982374189,21779.5042572825,21779.5042572825
Morocco,MAR,GDP per capita (current US$),3067.85180664063,3302.453125,3164.00463867188,3377.6435546875,3430.53442382813,3139.22827148438,3132.9521484375,3288.50268554688,3492.67260742188,3498.58276367188,3258.26904296875,3767.52490234375,3441.99145507813,3441.99145507813
Moldova,MDA,GDP per capita (current US$),2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597,4376.24249318339,5274.74484719747,5714.43048840294,5714.43048840294
Madagascar,MDG,GDP per capita (current US$),459.375407996579,516.902539255093,504.173737710132,526.688019635403,517.136183122584,455.63803458407,464.61615837171,503.498058680237,512.543991506858,512.27966560241,462.404228818383,503.352081190858,516.592615982213,516.592615982213
Mexico,MEX,GDP per capita (current US$),9823.16407600128,10766.6099388208,10842.7330888296,11317.4910611485,11490.0216901556,10098.1731805195,9152.73722334937,9693.33009125499,10130.3206984553,10434.5783651735,8894.89065003643,10359.1498625832,11496.5228716049,11496.5228716049
North Macedonia,MKD,GDP per capita (current US$),4577.68954288046,5098.09470097215,4728.31307850676,5241.05360094583,5495.73138040533,4861.55615984223,5149.58676436907,5450.49706853299,6108.73917044261,6070.38805358275,5965.45023195365,6778.56287821774,6591.47131411961,6591.47131411961
Mali,MLI,GDP per capita (current US$),688.327865858558,810.182556036129,753.392137501905,778.797052798816,818.430341392215,723.504204947663,750.051809102295,795.682801553765,856.356596550603,840.175746366299,822.906136832132,881.510088733585,833.297255093071,833.297255093071
Malta,MLT,GDP per capita (current US$),21798.9142935915,23155.103527089,22526.5370208632,24769.5962287121,26753.2733830814,24921.7141769982,25623.9416320597,28813.1853396512,31785.8848300917,31727.0070746362,29597.6361628521,34881.2912726609,34127.5105566356,34127.5105566356
Myanmar,MMR,GDP per capita (current US$),1003.03345506033,1204.49647224228,1193.54764896001,1189.96476533347,1281.43871813127,1159.34020074533,1218.21703407842,1263.28526342903,1288.41808699092,1415.37967619462,1479.61368925363,1231.69466580785,1149.21121846296,1149.21121846296
Montenegro,MNE,GDP per capita (current US$),6688.40259641346,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266,10093.4387007266
Mongolia,MNG,GDP per capita (current US$),2660.28817507398,3793.74365523458,4402.30452266711,4422.30087600131,4211.93943552954,3919.35121343969,3690.75677759847,3708.24822134669,4165.02282101895,4394.94715044543,4041.17414564367,4566.14013029182,5045.50470031666,5045.50470031666
Mozambique,MOZ,GDP per capita (current US$),494.584022000439,615.278659781153,681.49212857369,681.065114197441,690.443218144276,603.838513777915,435.760991009624,464.294721264472,510.379996498468,512.21576378384,456.581928995106,504.037787143107,558.298606448221,558.298606448221
Mauritania,MRT,GDP per capita (current US$),1646.13042756814,1919.45227079679,1850.38496774479,1929.77563929612,1715.38883792802,1562.72683648828,1579.20071673512,1634.64215833074,1749.95423645373,1800.87518658218,1836.29241098592,1998.39400265586,2065.15551570106,2065.15551570106
